review,aspects,response
It is a best app for the Muslim.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; it heartens us to hear that you consider the app “the best” for Muslims. Your kind words encourage us to continue serving the Ummah with sincere devotion and humility.  

If you would like to explore more blessings within the app, you may:  
1. Open the **Qur’an Planner** from the main menu and set a personalized reading schedule that fits your daily routine.  
2. Tap the **Explore by Topic** section to discover new supplications, tafsīr, and audio recitations that may further enrich your ibādah.  
3. Should you have any suggestions or wish to tell us which feature you love most, please submit your thoughts at **feedback.gtaf.org** so we can keep improving for the benefit of all. May Allah accept our efforts and grant you continuous guidance. BarakAllahu feekum."
This app is very useful nd I'm satisfied ☺️,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your satisfaction with the app; it warms our hearts to hear that you find it useful and that it brings you ease in your Qur’an journey. Al‑hamdulillah, your kind words encourage us to continue serving the Ummah with sincere effort.

We invite you to keep exploring the many features—such as the Qur’an Planner, audio recitations, and topic search—to deepen your connection with the Divine words, and to set a modest daily reading goal that fits your schedule. Should you ever wish to suggest an improvement or encounter any issue, please submit your feedback at feedback.gtaf.org so we may serve you better. May Allah accept our intentions and bless your continued worship. BarakAllahu feekum."
awesome for keen learner of Arabic and tafsir.,"[{'aspect': 'Arabic', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the app serves keen learners of Arabic and tafsir brings us great joy, and we are grateful to Allah for enabling us to assist the Ummah in their pursuit of knowledge.  

To deepen your study, you may explore the **Tafsir section** (e.g., Ibn Kathir) by tapping the “Tafsir” tab, try the **interactive quizzes** after each lesson to test your recall, and switch between **audio and text** modes to find the style that best supports your learning. If you have any ideas for new features or further improvements, please submit them at **feedback.gtaf.org** so we can continue enhancing the service for all believers. May Allah accept your efforts and grant you ease in your studies. BarakAllahu feekum."
Masha Allah this app is now my Islamic companion. I live in in area without a musjid or other Muslims.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that the app has become your Islamic companion, especially while you are away from a masjid and fellow believers. Al‑hamdulillah, we are humbled that the resources here can help you stay connected to the Qur’an and the blessings of knowledge in your daily life.  

To make this companionship even richer, you may:  

1. **Download the Qur’an audio and translations** (e.g., Mishary Al‑Afasy, Husary) for offline listening, so you can recite and reflect even without internet.  
2. **Create a personalized Qur’an reading plan** in the Quran Planner, set a gentle daily reminder, and track your streaks to maintain consistency.  
3. **Enable prayer‑time notifications** tailored to your location, ensuring you never miss the blessed moments of Salah.  
4. **Explore topics and collections** that interest you, and consider joining the optional live community feature if you wish to connect with other Muslims worldwide.  

All of these steps serve the noble purpose of khidmah to the Ummah—strengthening your ibādah and spreading the light of the Qur’an wherever you are. Should you have further ideas or need assistance, please submit your feedback at **feedback.gtaf.org** so we can continue to improve for you and the wider community.  

May Allah accept your good deeds, keep your heart steadfast on His Book, and bless you with ease and guidance. BarakAllahu feekum."
Qur'an index seems to be broken. So fix that. Edit: I reported the issue. I'll change my rating after its fixed.,"[{'aspect': 'index', 'polarity': 'Negative'}, {'aspect': 'reported', 'polarity': 'Neutral'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to let us know about the problem with the Qur’an index, and thank you for already reporting it. We understand how important a smooth navigation experience is for your ibādah, and we sincerely appreciate your patience while we work on a solution.  

To help us resolve the issue as quickly as possible, please try the following: 1) close the app completely and reopen it; 2) clear the app’s cache from your device settings; and 3) if the problem persists, reinstall the app. After doing so, you can also submit any additional details (e.g., device model, Android/iOS version, screenshots) at feedback.gtaf.org so our technical team can track the fix. Your effort is a valued service (khidmah) to the Ummah, and we pray that Allah makes this app a means of drawing closer to Him. May Allah accept your good intention and grant you ease. BarakAllahu feekum."
"Alhamdulillah, it is a very good app indeed.","[{'aspect': 'app', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your thoughts about the app. We are delighted to hear your praise, and we also value any concerns you may have, for they help us serve the Ummah with the best possible tool for Qur’an study and worship.  

If there is any particular feature or experience that did not meet your expectations, kindly let us know by submitting detailed feedback at **feedback.gtaf.org**. Your suggestions will be reviewed by our team, and we will strive to make improvements such as adding new recitations, enhancing the planner, or fixing any technical hiccups you might encounter. May Allah accept our efforts and bless you for your participation.  

BarakAllahu feekum, wa May Allah accept from you and us."
"Mashallah this a great app, very easy to handle. Very help full. May Allah bless the developers of this app and guide this ummah into the right path. Ameen","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and for invoking blessings upon the developers; your kind words encourage us to continue serving the Ummah with humility and sincerity. We are delighted to hear that you find the app easy to handle and helpful in your worship, and we pray that Allah accepts all your good deeds through its use.

If you have a moment, we invite you to explore additional features such as the Quran Planner, topic explorer, and the rich collection of recitations and translations, which may further enrich your ibadah. Should you wish to suggest any new tools or share further feedback, please submit it at feedback.gtaf.org so we can keep improving for the benefit of the whole community. May Allah accept from you and us, and bless you abundantly. BarakAllahu feekum."
MashaAllah it is really very helpful Alhamdulillah,"[{'aspect': 'helpful', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; Alhamdulillah that you find the app truly helpful brings us great joy and reminds us of the blessing of serving the Ummah. Your satisfaction encourages us to continue striving for excellence in providing a means for deeper connection with the Qur’an.  

If you wish to enrich your experience further, you might explore the audio recitations of the renowned qāriʾs, set up a personalized Quran Planner, or use the search‑by‑topic feature to discover verses that speak to your daily life. All these tools are designed to support your ibādah and learning journey.  

May Allah accept your good deeds and keep you steadfast on the path of knowledge. BarakAllahu feekum."
Alhamdulillah. Very important for learning Al Quran and useful app.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are grateful to hear that you find it a valuable tool for learning the Qur’an. It brings us joy to know that the features—such as the diverse recitations, the repeat option for memorisation, and the Qur’an Planner that helps organise daily reading—are serving you in your ibādah.  

If you wish to deepen your study, you might try selecting a favourite reciter and using the repeat function for the verses you are memorising, or set a modest daily goal in the Planner and enable the reminder so you can maintain a steady habit. Should you have any ideas for new features or encounter any difficulty, please let us know at feedback.gtaf.org so we can continue to improve this service for the Ummah. May Allah accept our efforts and increase us all in beneficial knowledge. BarakAllahu feekum."
May Allah grant your effort. Jazakallohu Khairan for this amazing Quraan,"[{'aspect': 'Quraan', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an kum for sharing your heartfelt appreciation of the Qur’an feature in our app; your kind words truly uplift our team and inspire us to continue serving the Ummah with sincerity and humility. We are grateful to Allah for enabling us to provide a resource that helps you connect with His Words, and we pray that every recitation and reading you undertake brings you closer to Him.

To keep benefiting from the app’s blessings, we invite you to explore other tools such as the diverse reciters, offline audio downloads, and the Quran Planner which can help you maintain a steady daily schedule. Should you have any ideas for additional features or wish to share further feedback, please submit them at feedback.gtaf.org so we may serve you even better. May Allah accept your good deeds and increase you in knowledge and barakah. BarakAllahu feekum."
This is the best Quran app I have seen so far. I highly recommend 💯👍,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with our app; hearing that you consider it the best Quran app and that you highly recommend it fills our hearts with gratitude and encourages us to continue serving the Ummah with sincerity.

We invite you to explore more of the blessings the app offers—such as the Quran Planner for daily recitation, the diverse reciters and translations, and the Mushaf mode for a familiar reading experience. May Allah accept your devotion and keep you steadfast on the path of Ibadah. If you have any ideas for further improvement, please submit them at feedback.gtaf.org. BarakAllahu feekum, and may Allah accept from you and us."
"ma sha Allah, this a too much Well decorated apps, with many important topics for a Muslim ❤️.","[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are delighted to hear that you find the app beautifully designed and rich with important Islamic topics. Your encouragement strengthens our resolve to continue serving the Ummah with useful and uplifting resources.  

To make the most of the app, we invite you to explore the “Explore by Topic” section and try the Quran Planner to set personalized daily reading goals—both features are crafted to deepen your connection with the Qur’an. Should you have any ideas for new topics or enhancements, please submit them at feedback.gtaf.org so we can consider them in future updates. May Allah accept your good intentions and grant you abundant blessings. BarakAllahu feekum."
Really best app. YOU CAN DOWLAND. Thanks to software engineer.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app and for appreciating the work of our software engineer. It brings us great joy to hear that you find the download feature helpful and that the app serves you well in your Qur’an journey.  

If you would like to make the most of the offline capability, you can simply: 1) open the Surah or reciter you prefer; 2) tap the download icon beside the audio track; 3) choose the desired quality and wait for the progress bar to finish. This will allow you to listen anytime, even without an internet connection, and continue your ibādah wherever you are. Should you have any further suggestions or need assistance, please feel free to submit them at feedback.gtaf.org so we can serve the Ummah even better.  

May Allah accept your good deeds and grant you ease in your worship. BarakAllahu feekum."
Really this is a excellent app even I see. It's very helpful for Muslim ummah. We can get here every basic and advance Islamic knowledge.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; it warms our hearts to hear that the app is serving the Ummah with both basic and advanced Islamic knowledge. Al‑hamdulillah, we are grateful that the resources—such as the diverse recitations, Quran Planner, and topic‑based explorations—are benefiting you in your ibādah.  

To continue enriching your journey, we invite you to try the personalized reading plans and the audio‑translation features, which can further deepen your connection with the Qur’ān. Should you have any ideas for new topics or encounter any issue, please let us know by submitting feedback at feedback.gtaf.org so we can keep improving this service to the Ummah. May Allah accept our efforts and bless your studies. BarakAllahu feekum."
Handy to carry around. I can read Al Quran at my leisure anytime anywhere god permits.,"[{'aspect': 'carry', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your pleasant experience of carrying the Qur’an app with you wherever Allah permits. It warms our hearts to hear that the app serves as a handy companion for your leisure reading, and we pray that every verse you encounter brings you closer to the Light of Allah.

To enhance your on‑the‑go worship, you may try the following:  
1. **Enable Night‑Mode** from the display settings for comfortable reading in low light.  
2. **Download your favorite reciter’s audio** (e.g., Mishary Al‑Afasy) for offline listening while traveling.  
3. **Use the Bookmark feature** to mark verses you wish to reflect on later, and add notes in the Library for personal reflections.  

These tools aim to make your Qur’an engagement easier, reflecting our service (khidmah) to the Ummah and the noble purpose of spreading Qur’anic knowledge. Should you have any further suggestions or encounter any issue, please submit them at feedback.gtaf.org so we can continue improving the app for the benefit of all believers.

May Allah accept your reading, increase you in knowledge, and keep your heart attached to His Book. BarakAllahu feekum."
it is an excellent app .thank you for making such an essential app.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are truly grateful to hear that you find it essential and excellent. Your kind words encourage us to continue serving the Ummah with tools that help deepen our connection with the Qur’an and its beautiful teachings.  

To make the most of this blessed resource, we invite you to explore features such as the Quran Planner for daily reading goals, the diverse recitations and translations for richer understanding, and the Mushaf mode for a familiar page‑by‑page experience. Should you ever have a suggestion or encounter any difficulty, please feel free to submit your feedback at feedback.gtaf.org so we can keep improving this service for all believers. May Allah accept our efforts and bless your continued use of the app. BarakAllahu feekum."
Last read Ayat just goes to the beginning of the Sura. Cannot follow a Ghatam easily by starting where you left off. Nevertheless when it works it is a blessing of an app! Alghamdulilah wa Shukrillah,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience and for praising the blessings of the app. We understand how frustrating it can be when the “last read” jumps to the beginning of the Surah, making a continuous Ghaṭam difficult, and we sincerely appreciate your patience.

To resume exactly where you stopped, please try the following steps:  
1. While reading, tap the **bookmark (flag) icon** on the ayah you wish to mark; this saves a personal bookmark.  
2. Open **Settings → Reading Preferences** and ensure **“Resume from last position”** is turned on.  
3. For Ghaṭam sessions, you may also use the **Qur’an Planner** to create a Ghaṭam plan, which automatically opens at the saved ayah.  

If the issue persists, kindly submit a detailed report at **feedback.gtaf.org** so our team can look into it promptly. May Allah accept your efforts, increase you in knowledge, and keep your heart attached to His Book. BarakAllahu feekum."
It's great app i should use it more. Just wish it had azaan calling and duas,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app and for expressing your wish to have Azān calls and additional du‘ā’ features. We are delighted to hear you find the app beneficial and we truly appreciate your enthusiasm to use it more often.  

To help us consider these valuable suggestions, please submit your ideas through our feedback portal at **feedback.gtaf.org**; the team will review them for possible inclusion in future updates. Meanwhile, you can continue to benefit from the current Qur’an recitations, translations, and study tools that support your ibādah and knowledge. May Allah accept our efforts in serving the Ummah and bless you in your continued use of the app. BarakAllahu feekum."
May Allah SWT accept the people behind this great work of excellence. I don't know how I can properly make up for the benefits I get from this app. Some day I may make a donation if I am capable of. Love and dua from heart!,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation of the app; your kind words are a source of encouragement for the team working behind it, and we are grateful to Allah for enabling us to serve the Ummah. May Allah accept your duas and reward you abundantly for your generosity.

If you wish to support the app financially, you may tap **“Donate”** in the app’s side‑menu or visit the **“Support Us”** section, where you will find options for one‑time contributions and recurring donations via secure payment methods. You can also share the app with friends, volunteer to translate content, or send detailed suggestions to **feedback@gtaf.org**. May Allah accept your good deeds and keep you steadfast on the path of service. BarakAllahu feekum."
This is a wonderful and helpful app,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it heartens us to know that you find it wonderful and helpful in your journey with the Qur’an. Your appreciation encourages us to continue serving the Ummah with tools that bring us closer to Allah’s words.  

If you have a moment, we invite you to explore some of the features that many users find especially rewarding—such as creating a personalized Quran Planner, trying different reciters, or using the word‑by‑word analysis to deepen your understanding. Should you have any ideas for further improvements, please feel free to submit them at feedback.gtaf.org so we can keep enhancing the experience for all believers. May Allah accept your good deeds and grant you ease in your ibādah. BarakAllahu feekum."
"Alhamdulliah, benefitted from its word to word meaning.","[{'aspect': 'meaning', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that the word‑to‑word meanings have benefited you; al‑ḥamdu lillāh that the app is aiding your understanding of the Qur’an. Your appreciation encourages us to continue serving the Ummah with tools that bring us closer to Allah’s words.

If you wish to deepen your study, you may tap the “Word Analysis” icon on any ayah to view lemmas, roots, and related verses, and you can also enable audio recitation to hear the exact pronunciation while reading the translation. Should you have any further suggestions or need assistance, please submit them at feedback.gtaf.org so we can improve the experience for all believers. May Allah accept your efforts and bless you. BarakAllahu feek."
Its good but I don't understand why it keeps running in background?,"[{'aspect': 'background', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience with the app. We understand how seeing an app run continuously in the background can be concerning, and we appreciate your patience while we address this matter.  

To reduce background activity, you may:  
1. Open your device **Settings** → **Apps** → **Al Quran** → **Battery** → set **Background restriction** to *Restricted* or *Optimized*.  
2. If you receive a persistent notification, tap it and choose **Stop** or disable **Notifications** for the app in **Settings** → **Apps** → **Al Quran** → **Notifications**.  
3. When you are not listening to audio or using the planner, close the app by swiping it away from the recent‑apps list.  

These steps help conserve battery and data while still allowing the app to serve the Ummah with Qur’anic recitations and study tools whenever you need them. Should you have further suggestions or encounter other issues, please submit them at **feedback.gtaf.org** so we can continue improving this Khidmah for all believers.  

May Allah accept your good intentions and grant you ease in your worship. BarakAllahu feekum."
I love this app... It's a great app. 😍😍 I think everyone should and have to download this app,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; your love and enthusiasm truly uplift our hearts and motivate us to keep serving the Ummah with the best tools for Qur’an engagement. Al‑hamdulillah, it is a blessing to know the app is bringing you joy and that you wish others to benefit from it as well.  

To continue gaining blessings, we invite you to explore the Qur’an Planner to set a personalized daily reading schedule, try different reciters or translations, and share the app with family and friends so they too may experience its benefits. Should you have any ideas for new features or encounter any issue, please let us know at feedback.gtaf.org so we can serve you better. May Allah accept your good deeds, increase you in reward, and keep you steadfast on the path of knowledge. BarakAllahu feekum."
I would like to add some things like Urdu translation of Quran and 16 line Quran.,"[{'aspect': 'Quran', 'polarity': 'Neutral'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your thoughtful suggestions. We are grateful for your desire to see an Urdu translation displayed alongside the Arabic text and a 16‑line layout for the Mushaf, as these features can indeed help many brothers and sisters engage more deeply with the Qur’an.  

To enable the existing Urdu audio translation, please open the Qur’an page, tap the “Audio” icon, and select “Urdu” from the list of available translations. For a side‑by‑side Urdu text view, go to Settings → Display → Translation and choose “Urdu” to appear with the Arabic verses. The 16‑line Mushaf layout is not currently offered, but we have forwarded your request to our development team for future consideration. If you would like to provide any additional details or follow up, kindly submit your feedback at **feedback.gtaf.org**. May Allah accept your efforts to enrich the Ummah’s knowledge and grant you ease in your worship. BarakAllahu feekum."
Best Quran app. May Allah reward you for your effort and make it as a sadaqa jaria for you.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and du‘ā. We are humbled by your praise and grateful that the app serves as a source of blessings and sadaqah jariyah for you and for us.  

If you wish to deepen your experience, you may explore additional reciters, audio translations, or the Quran Planner to set personalized reading goals—simply tap the menu icons to select the feature you desire. Should you have any ideas for new languages, tafsīr, or other improvements, please submit them at feedback.gtaf.org so we can continue serving the Ummah. May Allah accept our efforts and keep us all steadfast on the path of Ibadah. BarakAllahu feekum."
One of the best Quranic apps so far with tafsir,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that you consider our app “one of the best Quranic apps so far with tafsir.” Your kind words encourage us to continue serving the Ummah with reliable Qur’anic resources and humble us before Allah.  

If you wish to deepen your study, you may explore the additional eight Arabic tafsirs and over 90 translations available in the Library, use the bookmark and collection tools to save verses you love, or download the audio and tafsir for offline access. Should you have any ideas for new features or encounter anything needing improvement, please submit your feedback at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and bless your journey with the Qur’an. BarakAllahu feekum."
Absolutely amazing and just listening to the quran is very soothing.,"[{'aspect': 'quran', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the Qur’an’s recitation soothes your heart truly warms us, and we are grateful that the app serves as a source of peace for you.  

If you wish to deepen this soothing experience, you may: 1) tap the **Audio** tab, 2) select a different beloved reciter such as Mishary Al‑Afasy or Abdul Basit, 3) enable the **Download** button to keep your favorite surahs for offline listening, and 4) use the **Repeat** option to loop verses for memorisation or reflection. May this tool continue to aid your ibādah and bring blessings to the Ummah. For any further suggestions, please submit them at feedback.gtaf.org. May Allah accept our deeds and keep you steadfast. BarakAllahu feekum."
Thanks for full free app.. May Allah bless you all. 👍,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and blessings; we are grateful to Allah for enabling us to offer this free service to the Ummah. Your encouragement lifts our hearts and motivates us to continue improving the app for the benefit of all believers.

We invite you to explore more of the features that help deepen your connection with the Qur’an, such as the Quran Planner (1️⃣ tap **Planner** → 2️⃣ create a daily reading goal → 3️⃣ track your progress) or the Mushaf mode for a familiar page‑by‑page experience. May Allah accept your good deeds, keep you steadfast in worship, and bless you abundantly. BarakAllahu feekum."
Incredible. No ads. Many options. Perfect.,"[{'aspect': 'ads', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the ad‑free environment and the many options we provide bring you satisfaction truly brightens our hearts. We are grateful for your kind words and pray that the app continues to serve you in deepening your connection with the Qur’an.

If you wish to explore even more features, such as the Qur’an Planner, audio recitations, or the search‑by‑topic tools, simply tap the menu icon and select the sections that interest you. Should you have any ideas for additional options or encounter anything you’d like us to improve, please submit your thoughts at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept our efforts and bless your continued use of the app. BarakAllahu feek."
This is Best Islamic apps of the world.,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and calling our app “the best Islamic app in the world.” Your kind words lift our hearts and encourage us to keep serving the Ummah with sincere effort and humility.  

To continue benefiting from the app, you may:  
1. Open the **Quran Planner** and set a daily reading goal that fits your schedule.  
2. Explore the **audio recitations** and choose a favorite Qāriʾ to listen to while you read.  
3. Visit the **Explore by Topic** section to discover verses related to daily life, charity, and more, and earn badges for your progress.  

May Allah accept our intentions, increase us in knowledge, and keep us steadfast on the path of Ibadah. BarakAllahu feekum. If you have any suggestions or need assistance, please submit them at feedback.gtaf.org. May Allah reward you for your support."
Ease download process of other languages please. It shows error.,"[{'aspect': 'download', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience and letting us know about the difficulty you encountered while trying to download additional language packs. We understand how frustrating it can be when an error appears, and we appreciate your patience as we work to make the process smoother for the Ummah.  

To help resolve the issue, please try the following steps:  
1. Verify that you have a stable Wi‑Fi or mobile data connection.  
2. Close the app completely, then reopen it and attempt the download again.  
3. If the error persists, clear the app’s cache (Settings → Apps → [Your App] → Storage → Clear Cache) and retry.  
4. Ensure the app is updated to the latest version from the Play Store.  
5. Should the problem continue, kindly submit the details (language name, exact error message, and when it occurs) at feedback.gtaf.org so our team can investigate further.  

Your feedback assists us in serving the Ummah better, enabling easier access to Quranic knowledge in every language. May Allah accept your effort to improve the app and grant you ease in all your ibadah. BarakAllahu feekum."
Masha Allah.. Nice app to learn Quran and Arabic. Word by word meaning and grammar are interesting for Arabic beginners. May Allah accept this as a sustainable contribution from it's developers and users. Highly recommended.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are delighted to hear that the word‑by‑word meanings and grammar tools are helping you as a beginner in Arabic. Your kind words inspire us to continue serving the Ummah with resources that bring us closer to the Qur’an.  

If you wish to explore further, you may try the Quran Planner to set a daily reading schedule, use the repeat option for memorization, or browse the extensive library of tafsīr and translations. Should you have any ideas for new features or wish to contribute content, please submit your feedback at feedback.gtaf.org so we can consider it in future updates. May Allah accept your efforts and grant you ease in your studies. BarakAllahu feekum."
It’s by far the best Islamic app I've ever come across 💫💫,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; hearing that you consider this the best Islamic app truly lifts our hearts. Al‑hamdulillah, we are grateful that the many features—such as the diverse recitations, Quran Planner, Mushaf mode, and deep study tools—have helped you connect more closely with the Qur’an and its teachings.  

To keep benefiting from the app, we invite you to explore additional sections like “Explore by Topic” or the word‑by‑word analysis, which can further enrich your ibādah and knowledge. If you have any ideas for new features or wish to share more feedback, please submit them at feedback.gtaf.org so we may continue serving the Ummah. May Allah accept your good deeds and keep you steadfast on the path of knowledge. BarakAllahu feekum."
Jazak Allahu Khayran. May Allah accept it as an act of ibadah. Ameen. There was a repetition of verses in Surah Maidah. Verse after v 82 it went back to v 77 then back to 82.. Jazakumullahu khayran,"[{'aspect': 'verses', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an ka / ki for sharing your experience and making du‘a for the app. We are truly sorry to hear that the audio of Surah Al‑Ma‘idah repeated verses 77‑82 for you, and we understand how this can disturb your beautiful act of ibādah. Please know that we take such matters to heart and are committed to serving the Ummah with the best possible Qur’an experience.

To help resolve this, kindly try the following steps:  
1. Verify that you are using the latest version of the app; if not, update it from the Play Store/App Store.  
2. Switch to a different reciter (e.g., Mishary Al‑Afasy, Husary, or Abdul Basit) and play the same passage to see if the issue persists.  
3. If the problem remains, uninstall and reinstall the app, then clear the cache.  
4. Should the repetition still occur, please send a screenshot or note the exact timestamp to feedback.gtaf.org so our technical team can investigate the specific audio file.

We pray that Allah accepts your intention and the Qur’anic recitation you perform through our app as a sincere act of worship. May He guide us to continually improve this service for the benefit of the Ummah. BarakAllahu feekum, and may Allah accept from you and us."
Easy to use and very beneficial app with all the features that I was looking for.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your pleasant experience; it warms our hearts to hear that you find the app easy to use and full of the features you needed. Your kind words encourage us to continue serving the Ummah with a tool that brings us closer to the Qur’an and to one another.  

To make the most of the app, you might try the following:  
1. Open the **Qur’an Planner** from the main menu and set a personalized reading schedule that fits your daily routine.  
2. Explore the **audio recitations** by selecting a favorite Qāriʾ and enable the repeat option to aid memorization.  
3. Use the **search and topic explorer** to discover verses related to specific interests or life situations, and bookmark them in your personal collections.  

May Allah accept your good intentions and grant you ease in your Qur’anic journey. BarakAllahu feekum. If you have any further suggestions or encounter any issues, please submit them at feedback.gtaf.org so we can serve you better."
"السَّلاَمُ عَلَيْكُمْ وَرَحْمَةُ اللهِ وَبَرَكَاتُهُ الحمد لله after the request, now the audio and everything is better. May Allah reward the team for building such a wonderful app جزاك الله خير","[{'aspect': 'audio', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—Al‑hamdu lillah that the audio quality is now satisfactory for you. Your kind words encourage our team to continue serving the Ummah with the best possible recitations.

If you wish to explore more reciters, adjust playback speed, or use the repeat function for memorization, simply tap the “Audio” icon on the player screen, select your preferred reciter or translation, and set the desired speed or repeat count. Should you have any further suggestions or encounter another issue, please submit your feedback at **feedback.gtaf.org** so we can address it promptly.

May Allah accept from you and us. BarakAllahu feekum."
Best app so far I have experienced,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that our app is the “best app so far” you have experienced. Your kind words warm our hearts and encourage us to continue serving the Ummah with sincere effort and humility.  

If you have a moment, we invite you to explore more of the features—such as the Quran Planner, audio recitations by renowned Qurʾān reciters, and the rich library of tafsīr and translations—so you may deepen your ibādah and benefit even further. Should you ever have ideas for new tools or encounter any difficulty, please let us know by submitting feedback at feedback.gtaf.org, and we will gladly look into it.  

May Allah accept our intentions, increase us in knowledge, and keep us all steadfast on the path of the Qurʾān. BarakAllahu feek."
