Review,Sentiment,Probabilities
Very useful application,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Finding this app was one of the best things ever happened to me.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah! Thanks to the entire team behind this wonderful app. May Allah continue to guide and bless you all. Ameen!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The best app on my phone,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love it 🥰😊,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhumdullah, may Allah reward the makers of this app for their efforts.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
God willing,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May Allah reward you amin,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love this quran app. Very good application.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It is the best app ever,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah.. Very good app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Best apps for Quran, where you can choose between many options/ customization. Zajak Allahu Khair",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Jazakallah Khair,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It has many advantages,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Thank you for your best work, jazakumullohu khoirin katsiro",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Love this app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is a very useful app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"May God reward you with the best reward, the most important thing is without advertisements",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The best Quran app I've ever come across. I love it.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"This is a good app, thanks for providing it. Keep moving forward and may Allah make it easy for you.جزاكم الله خيرا",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I found dis very interesting,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Necessary and useful,positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. Its really a good apps for quran learning.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Wonderful is an understatement of how the app has been. May Allah reward all the creator Amin,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
maashaa Allah ... Mantap,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best Islamic app ever,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good and useful application. Plus no ads.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I have downloaded this app yesterday.....InshaAllah will give my review after using it for few days......,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Thank you, easy to understand, thank God",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The application is good but not complete, like there are no prayers, Qibla direction, maybe I don't understand where to look for it.",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
This app meets all my necessities .,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"I'm lucky so. If it's wrong, just turn on the audio",neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0001}"
It's a good translation. The app is very helpful. The root meaning of words could be better in shaa Allah. May Allah reward the team Ameen,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
clear and precise,neutral,"{'positive': 0.0003, 'neutral': 0.9997, 'negative': 0.0}"
This is just amazing 🥺💕,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Prominent,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
Best app❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Thanks for this app it help me to know how allah his so powerful God and great and wonderful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Masyaallah, it's very helpful, especially since there are no advertisements so you can read the Koran comfortably",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The app in general is nice,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good app for thoes who want to understand quranic messsge.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great app and easy to use,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Assalamu alaikum! The app is absolutely great! Thank you for your great work!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah, many thanks to the team, may God bless us all",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
👍🏻 Well done pol,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Ideal application,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very nice and wonderful experience. Not like others who uses ads in the Quran app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A wonderful program that helps you complete the Holy Quran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. Its an amazing app for the Quran. I loved it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very helpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's a fantastic app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Beautiful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah everything is good but Searching is not working now. Even if search, it will not show. Please help us and look into it. Thanks May The Almighty Allah reward you abundantly",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
please upload tafseer in tamil language,neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0001}"
Great Interface 🙌 thanks to Greentechapp Organisation for these all apps they are so helpful In My life ... Jazakallah khair ❤️🤝,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Thanks i gotta say for your work on this app, may Allah bless and keep reward you for your kindness.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Assalamu alaikum. Despite the fact that this time i'm coming back with a complain am not changing the star rate. I noticed that when you select a single surah sometimes, a first letter or a part of it is omitted by the app (e.g Qur'an 16 verse 106,) there is a و there that is omitted. Please try and adjust the audio. Secondly, why is it that the 'classic madani mushaf' type doesn't have the tajweed features and you can't select a word to see translation alone? Thank you, & may Allah bless you.",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
One of the best,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Amazing for quarn reading, reccomend",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah ❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"My best translation, word by word, and meaning and Tafsir note.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Best app I've ever used for understanding the Quran. Really, really good. I couldn't access the mushaf mode, though. I need help with that, thanks.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I was downloaded the developer version. In that app SD card option was working properly. But in this final version app SD card option is not working.,negative,"{'positive': 0.0, 'neutral': 0.0001, 'negative': 0.9999}"
very complete,negative,"{'positive': 0.0035, 'neutral': 0.0, 'negative': 0.9964}"
Thank you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Assalomu alaykum. U menya audio ne zagrujaetsya. Pojalyusta ispravte etu oshibku.,negative,"{'positive': 0.0001, 'neutral': 0.0, 'negative': 0.9999}"
"God willing, may God reward you well",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah May Allah bless the creator of app Exceptional app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Their is listening kuran here,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah the app is helpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah. Awesome app❤️❤️❤️❤️❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Its very helpful apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Priceless.,positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0001}"
very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah! Thank you for your hair!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's an awesome app. Thank you very much,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
There is a need for amendments to allow a reader access a particular verse of a Surat without having to scroll through the length of the surah,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Very useful app mashaalllah.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Easy to follow, especially with translation and reminder of the last verse you have read",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. No ads and option to select the reciter and translation. May Allah reward you.,negative,"{'positive': 0.0, 'neutral': 0.0001, 'negative': 0.9999}"
God bless you. Found it very helpful. jazakallahu khairan.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It is very good app for reciting Quran and has a good translation . I honestly love this app i use it daily,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
No other app has combined quean and tafsir in such a convenient and simple manner to be able to switch into tafsir while reading quran or to read both at the same time comfortably is what I love the most it creates an eagerness to read more. I think this structure should be applied universally on all quran apps to encourage people to read more tafsir in order for them to understand better the kallam of Allah inshallah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah great app 💞,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Mashaallah, the mushaf is complete, thank you",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah.. Great work,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah, this Koran application really helped me in studying the Koran, thank you",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you with an excellent application and may God put it in the balance of your good deeds,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very beautiful apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Full power application. Please add it please. Waqf Ibtida',neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Must have app,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Very good. I like this application.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Simple and educational thank you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May Allah reward immensely for those who are behind this app and made efforts,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great app Highly recommended,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
i love this,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Outstanding,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah Your service is so worthy that people who wish to know Meaning of each ayath/ words is narrated as a ready reckoner.. That helps people to know Quran very easily. Alhamdulillah. Congratulations to the people who worked for this great endeavour.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The best app i have ever seen,,, SMART,EASY TO USE, I PRAY MAY ALLAH GRANT YOU THE BEST REWARD FOR YOUR EFFORT BOTH IN THIS WORLD AND IN THE HERE AFTER,,I REALY SATISFIED",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. Great app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"About this app: have so many mistakes, ayaath also missing..this application is not good..pls remove this app....",negative,"{'positive': 0.0001, 'neutral': 0.0, 'negative': 0.9999}"
Is it possible to add a Qaloun reader? We need it if possible,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
"whoever made this Al-Qur'an application may have many rewards amen,,,",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very beautiful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Not for rookies. There are no marking at the end of ayats. So, it makes confusion.",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
Excellent and the best thing about it is that it is without ads. There is one problem that I cannot make copies for those who want to copy only one word. How do I mark the last thing I read?,negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
"Oh God, glory be to Islam and Muslims. O God, may your blessings and peace be upon our Prophet, our beloved, and our master Muhammad, may God bless him and grant him peace, and may God bless you.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
beautiful,positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This App has everything in-built,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
BarokAllahu fikum!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good and useful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Awesome,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"This is the best Quran app I have met so far. I wish I knew it earlier. I totally recommend downloading this app, you wouldn't regret it♥️",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Nice app ❤,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Fix the marker section... sometimes it likes to change itself, and moving from letter to letter, verse to verse via tools, likes to go backwards incorrectly to 1 selected verse if pressed quickly. If there can be a Latin option for the Arabic writing",neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
"As a Muslim, I think it's necessary to read every words knowing it's meaning. And I think this app is helping non Arabic speaker like us to understand broadly. Only Allah knows the best, may Allah provides the best to us.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Better,neutral,"{'positive': 0.0004, 'neutral': 0.9995, 'negative': 0.0}"
A very good app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
excellent app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent program,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"I like this app as its well planned, designed and has no ads.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"A very good application, may God be pleased with it. I recommend it to everyone. For those who want to memorize the first Qur'an. It is very useful and useful. I have just started memorizing it.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
One of the best app Mashallah.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Want tafseer in Tamil language,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Highly Useful,positive,"{'positive': 0.6411, 'neutral': 0.0005, 'negative': 0.3584}"
AUDIO QURAN RECITATION ARE NOT AVAILABLE YOU HAVE TO DOWNLOAD IT. KINDLY ASSIST TO DO SOMETHING ABOUT IT.,negative,"{'positive': 0.0001, 'neutral': 0.0, 'negative': 0.9999}"
"It's one of a kind.The translations,the flow of the reciter are all an extra mile .Masha Allah",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah,positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0}"
"So much benefits, Allah rewards those who came up with this ideas.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Subhanallah. This is indeed a great App. It has many useful features and functionality.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"ماشاء الله The best Al Quran apps I ever used. I really adore it and every time I am using it I am thinking about the hard work your team has put on to this AlQuran application. Thank you for making Al Quran so accessible and with alot of important resources in it besides word by word translation. بارك الله فيكم Terima kasih. I would give more stars, unfortunately, there's no more star left. I give a score of cermerlang tertinggi! جزاكم الله خيرا",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love the translation that it has. It would be best if each word had its translation available by touching it rather than having to check them an Aayeh at a time.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Ma Shaa Allaah, what a complete Qur’an with commentary that's understood. Baarokallohu li adha.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This Quranic app is one of the best.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"What a wonderful job, may God reward you.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah barek Allah la mighte illa billah alhamdulillah Allah hu akbar Greetings to those who say La ilahe illallah ve la nagbudu illaAllah.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love it.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The best aap, very easy to recite,translate or listen audio",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhumdulillah ,it's good 👍🏻",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best so ever,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good and not many ads,negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
Very helpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Amazing App, continue working on keeping the great features but increasing ease of use and user experience. I ask Allah to grant all of you and the users of the App everlasting paradise.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It is very good program for everyone,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A wonderful app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Facilitating Learning.,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Ismaël IS good I love it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good and useful app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Nice,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah! wonderful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very user friendly,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very very very very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
We can recite Quran in both language,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
I am using this app since 2021 I think it's a most wonderful app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Mashaallah, tabarokalloh, very good and so helpful app for a muslim.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Nice Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good all over good. muslimder jonn Akti proyojonio apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mash-allah.. Its very helpful.. Wonderful Quran App,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great application,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very organized simply say fantastic....,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
may Allah reward you with every good thing in this world and in the hereafter Amin,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah, it is very helpful for me who wants to know more about the Koran",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best Quran app I've ever used,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Very good experience, free, easy to use without advertising with downloading of the Quran possible (choice of several reciters) and many other things.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great app, may God reward you.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May ALLAH make all the people involved in the creation of this application inhabitants of HEAVEN. Amen.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It makes it easier for us to read Al Quran anywhere.. don't read it in the toilet..,neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
"Masha Allah Jazakallah Khairan. Take the app to heaven. Mujibur Rahman's Bengali translation of Surah Furqan verse 60 reads ""when they are told"".",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great Extraordinary. Hopefully it is blessed. Amen!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Praise be to God ❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is a great experience with this application. I love this apps.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah, translation is very beautiful. but I wont recommend this app to any hafez e quran.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very helpful app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"A very good app. What's more, the app is free.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Awesome and beautiful ❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Masha Allah, nice app.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I can easily read and memorise verse in the Qur'an by the will of Allah even without data/connection after installation.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great Qur'an app, among the best. Masha'Allah Tabarakallah",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Fantastic,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Excellent app, very clear and easy to read and navigate. I highly recommend it.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah 🥰 Allahuma Barik 🤲🏼,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Am always happy for having this great Quran app, is just the best among the rest. Masha Allah. May Almighty Allah bless the creator of this beloved Qur'an application Amin.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
the best,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Beautiful app helps with easy memorization especially understanding complicated words,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I believe that a word for word transliteration of the Qur'an is crucial to avoid corruption of Allah Subhana wa Ta'Ala's words and decree.,neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
"Masha Allah.. very helpful and easy for us who are still laymen.. Thank God the features are complete and free.. Masha Allah.. God willing, it will become a JARIYAH AMAL.. Aamiin.. Thank you.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent Al Quran App. Undoubtedly it's the best apps of Al Quran.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillaah, thank you for this good application, hopefully it will be useful and become a field of reward for all of us, Amen.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Ma shaa Allah,such an amazing app.Keeps reminding me of my Ibadah",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very jelpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great!, but where's the bookmark feature?",neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
Very cool and excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is very nice,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The best al-Quran application ever.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
VERY HELPFUL THANK YOU MAY ALLAH BLESS YOU,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Best app, love it.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Fantastic,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
ما شاء الله One of the most amazing apps I have seen! You can't imagine how much this helped me in hifdh,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Masha Allah, I have not seen any book that is more beautiful than this",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
So helpful to practice Islam in daily life.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Thank God, this application is very useful and can be offline",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Thank you all,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very helpful. JajakAllah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
ALLAH (S. W) BLESS YOU 🤲🏿,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Jajakallahi Khoirun!!!!!! ...I just want to say all my muslim or non muslim brothers and sister if u want to memorize the whole quran u have to download it... it's my personal review 🥰 👆ALLAHU AKBER🖤🕋🖤,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
